,pc,pt,B,log pc,log pt,sqrt inv pc,sqrt inv pt,nc,nr,Br,l1,l2,ldist,fcontrac,fexpand,lsp,dmax_psD,dmax_sD,nn_dist_sD,nn_dist_nsD,nn_diff_n,nn_dist_psD,nn_dist_npsD,PC1_err,PC2_err,PC3_err,PC4_err,PC5_err,PC6_err,PC7_err,PC8_err,PC9_err,PC10_err,reach,density,pdensity,proj_err,trajectory type
33,1.0,0.01778279410038923,-1,0.0,-4.02952391273958,1.0,7.498942093324557,355,2377.9661971830988,844178,0.084,0.011,1.352686193085362,0.5679477997931089,0.43112914776796374,0,171.84572204824286,406.711660802673,11.83881647924696,0.02910862318499119,0.019040440200483056,3.7236522465849786,0.021668576920056377,1.9119348728625074,1.6969508161033118,1.0524966431716407,1.7954868986601358,1.4909290308755545,1.2466182061680202,1.5465706099466847,1.7661137619299683,1.8186981001396956,1.7525108716277937,0.5503564948452707,29.610735508957806,9.762957990107484,0.04949579400355439,fibroblasts
34,1.0,0.03162277660168379,-1,0.0,-3.4538776394910684,1.0,5.623413251903491,355,4239.428169014084,1504997,0.117,0.022,1.487653373419372,0.691748229489934,0.30742420625447603,0,247.26848557330635,406.711660802673,11.83881647924696,0.02910862318499119,0.014839826042123966,4.583833757110425,0.018537880985854467,0.4838632538706698,1.7333792036138618,0.9895884156138728,1.8524496137980528,1.5035525912807628,1.2200328195077,1.578727028840332,1.821882094124038,1.8676989182252735,1.7751275636053843,0.7089975765216315,29.610735508957806,10.895522872444833,0.04694686068706766,fibroblasts
35,1.0,0.05623413251903491,-1,0.0,-2.878231366242557,1.0,4.216965034285822,355,7540.335211267606,2676819,0.07,0.009,1.2488757603146905,0.3855494549216201,0.613177369300549,0,224.1290487227573,406.711660802673,11.83881647924696,0.02910862318499119,0.014735378345949837,5.481423260662595,0.02445654988453993,0.3882096382951607,1.7752015195872783,0.9131826320290137,1.8948003883288393,1.4936688223453853,1.2582389178720514,1.6580391009573072,1.8957548757312213,1.9339875371369233,1.8184848287747049,1.0488157185803053,29.610735508957806,14.848615756774569,0.04568576836700641,fibroblasts
36,1.0,0.1,-1,0.0,-2.3025850929940455,1.0,3.1622776601683795,355,13410.160563380281,4760607,0.069,0.008,1.2823365325338518,0.71450624651866,0.28455478634518977,0,287.1567772202488,406.711660802673,11.83881647924696,0.02910862318499119,0.009491474488285906,6.556230709553211,0.022831537437560084,0.2922061013457484,0.7422676884143738,0.7353104762512771,1.9357997859432514,1.192338327326484,1.4040053041709937,1.7333063122435164,1.9400816109581362,1.963717451456867,1.8990884405774955,1.073838266896644,29.610735508957806,17.425348986616736,0.037822254997729926,fibroblasts
37,1.0,0.1778279410038923,-1,0.0,-1.7269388197455342,1.0,2.371373705661655,355,23825.780281690142,8458152,0.062,0.008,1.2044079918909976,0.4457229251213496,0.5527810933396992,0,281.9510757407196,406.711660802673,11.83881647924696,0.02910862318499119,0.006181371898184013,7.734465926292783,0.027431943311347205,0.20576436705475812,0.5049433970024761,0.49852252417625165,1.9660246109717192,0.957679064679386,1.6054854427210048,1.8140418150833693,1.9640672322052013,1.9807930984110582,1.9336378902527729,1.0395588476843616,29.610735508957806,19.752450754531466,0.028000589055116928,fibroblasts
38,1.0,0.31622776601683794,-1,0.0,-1.1512925464970227,1.0,1.7782794100389228,355,42376.48450704225,15043652,0.037,0.003,1.1178608043700047,0.3710511657515716,0.62581363889552,0,307.25695700259627,406.711660802673,11.83881647924696,0.02910862318499119,0.0032504157858121285,9.006503053788256,0.029312609034633355,0.12771045408521284,0.25921784801833453,0.2535422862634532,1.9865995295757013,0.46203843571679176,0.6509153751186838,0.5178146447597933,1.9870398599093642,0.18411915516044164,0.3153140483056572,1.2993931392082387,29.610735508957806,21.546915708548,0.017449023987607455,fibroblasts
39,1.0,0.5623413251903491,-1,0.0,-0.5756462732485115,1.0,1.333521432163324,355,75340.21971830986,26745778,0.042,0.003,1.144885922458565,0.8648364764860349,0.13430412986392934,0,408.2474068576627,406.711660802673,11.83881647924696,0.02910862318499119,0.0035068985935134064,10.398563310373431,0.025471229297970622,0.06085193896687898,0.10067915197749357,0.09714650767720175,1.9970621426228854,0.1593299983811842,0.23130798340745914,0.20082142909159284,1.997232177056687,0.09775498394204611,0.16762299272894318,1.7356228735321517,29.610735508957806,25.501392915719933,0.008694790746346047,fibroblasts
40,1.0,1e-05,-1,0.0,-11.512925464970229,1.0,316.2277660168379,355,1.3352112676056338,474,0.313,0.135,515.4997120176629,0.8666348372722209,0.133237845149996,0,4.416617929574855,406.711660802673,11.83881647924696,0.02910862318499119,0.120908765286066,0.041174627722392984,0.00932266009397749,1.5075451155280115,1.4852665050154248,1.4631562481256,1.416730486571965,1.4195749117192498,1.4257051116773403,1.4078161027925047,1.4286519753308595,1.4172600545851635,1.4040280624726946,1.0622968402425924e-18,29.610735508957806,1.2779213479557403,0.08713282581207281,fibroblasts
41,1.0,1.778279410038923e-05,-1,0.0,-10.937279191721718,1.0,237.13737056616552,355,2.3549295774647887,836,0.284,0.115,115.90318757114582,0.8068910638975093,0.19299753322193045,0,4.133199680777262,406.711660802673,11.83881647924696,0.02910862318499119,0.15970422457836225,0.081863177301172,0.019806247852457333,1.5140171681135692,1.4563194053613486,1.4535249269652606,1.4083325251471632,1.430986012196317,1.4291832958781756,1.383540492234063,1.3768331340255509,1.4312759188186046,1.4183803140422426,1.734723475976807e-18,29.610735508957806,1.5678285355731911,0.08239190608731557,fibroblasts
42,1.0,3.1622776601683795e-05,-1,0.0,-10.361632918473205,1.0,177.82794100389228,355,4.323943661971831,1535,0.255,0.097,17.173374007738104,0.6037876979390467,0.39595766690538714,0,8.09954168232476,406.711660802673,11.83881647924696,0.029108623184991186,0.2541993663030463,0.14140906374279288,0.017458896970847505,1.5342910889391617,1.4910435218509768,1.429692319977896,1.4266438632834881,1.4037508900050504,1.4301286520016332,1.3987024504225614,1.4047404047906398,1.4186197631032107,1.4196316287688302,1.1242293031246444e-17,29.610735508957806,1.3196094490441013,0.08455232764893619,fibroblasts
